reference_id,renderer_count,thresholds
Train_Stage_2:10258,1,0.006301761
Train_Stage_2:83234,1,0.04853339
Train_Stage_2:47106,3,0.5017237;0.1998479;0.01
Train_Stage_2:69408,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:65088,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:73526,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80254,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:9994,1,0.006301761
Train_Stage_2:79202,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79532,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53740,1,0.05128473
Train_Stage_2:77512,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71556,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73316,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71038,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52604,1,0.05128473
Train_Stage_2:71346,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86122,1,0.05128473
Train_Stage_2:77242,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75612,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74266,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82614,1,0.04853339
Train_Stage_2:82138,1,0.04853339
Train_Stage_2:84422,1,0.05128473
Train_Stage_2:70642,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80278,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75250,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:66964,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80524,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73438,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73514,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78874,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78938,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67928,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75934,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67412,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53568,1,0.05128473
Train_Stage_2:84036,1,0.05128473
Train_Stage_2:81562,1,0.04853339
Train_Stage_2:72766,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73616,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83296,1,0.04853339
Train_Stage_2:6450,2,0.25;0.01
Train_Stage_2:82810,1,0.04853339
Train_Stage_2:74094,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84014,1,0.04853339
Train_Stage_2:69906,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67606,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85804,1,0.05128473
Train_Stage_2:81598,1,0.04853339
Train_Stage_2:77682,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68636,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:66930,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52268,1,0.05128473
Train_Stage_2:69588,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76456,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76242,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70170,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81582,1,0.04853339
Train_Stage_2:6674,2,0.25;0.01
Train_Stage_2:76472,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45760,1,0.04853339
Train_Stage_2:6818,2,0.25;0.01
Train_Stage_2:75028,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79206,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:65330,1,0.005165694
Train_Stage_2:53826,1,0.05128473
Train_Stage_2:52674,1,0.05128473
Train_Stage_2:46746,1,0.04853339
Train_Stage_2:65354,1,0.005165694
Train_Stage_2:5974,2,0.25;0.01
Train_Stage_2:74124,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75920,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:90084,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:71464,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75786,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70652,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74466,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52272,1,0.05128473
Train_Stage_2:52754,1,0.05128473
Train_Stage_2:76770,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6976,2,0.25;0.01
Train_Stage_2:52196,1,0.05128473
Train_Stage_2:75836,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82466,1,0.04853339
Train_Stage_2:73684,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73008,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86572,1,0.05128473
Train_Stage_2:65604,1,0.005165694
Train_Stage_2:84956,1,0.05128473
Train_Stage_2:73476,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44396,1,0.04853339
Train_Stage_2:72836,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6042,2,0.25;0.01
Train_Stage_2:82566,1,0.04853339
Train_Stage_2:73066,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83414,1,0.04853339
Train_Stage_2:53794,1,0.05128473
Train_Stage_2:67984,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79952,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72250,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80262,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46268,1,0.04853339
Train_Stage_2:68744,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52074,1,0.05128473
Train_Stage_2:90252,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:80210,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69816,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77502,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80778,1,0.008408552
Train_Stage_2:81658,1,0.04853339
Train_Stage_2:81506,1,0.04853339
Train_Stage_2:76154,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53916,1,0.05128473
Train_Stage_2:79192,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71562,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6196,2,0.25;0.01
Train_Stage_2:67242,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79388,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82286,1,0.04853339
Train_Stage_2:69286,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:10188,1,0.006301761
Train_Stage_2:80498,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46744,1,0.04853339
Train_Stage_2:71040,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73734,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:90170,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:69426,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82332,1,0.04853339
Train_Stage_2:79508,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73242,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79264,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44384,1,0.04853339
Train_Stage_2:45424,1,0.04853339
Train_Stage_2:89412,8,0.5038476;0.2538076;0.1033074;0.01
Train_Stage_2:89946,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:9702,8,0.6952853;0.4031928;0.1988268;0.01
Train_Stage_2:74008,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6982,2,0.25;0.01
Train_Stage_2:83322,1,0.04853339
Train_Stage_2:68050,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78742,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77586,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44530,1,0.04853339
Train_Stage_2:78430,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73190,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70360,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68084,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78094,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77718,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81262,1,0.1005739
Train_Stage_2:81336,1,0.04853339
Train_Stage_2:6044,2,0.25;0.01
Train_Stage_2:89508,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:71574,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69494,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:66982,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6650,2,0.25;0.01
Train_Stage_2:71834,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:65016,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:74852,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85044,1,0.05128473
Train_Stage_2:80894,1,0.008408552
Train_Stage_2:81968,1,0.04853339
Train_Stage_2:71472,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44796,1,0.04853339
Train_Stage_2:47172,3,0.5017237;0.1998479;0.01
Train_Stage_2:86524,1,0.05128473
Train_Stage_2:52448,1,0.05128473
Train_Stage_2:65266,1,0.005165694
Train_Stage_2:45060,1,0.04853339
Train_Stage_2:75192,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77048,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84176,1,0.05128473
Train_Stage_2:79396,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84252,1,0.05128473
Train_Stage_2:45314,1,0.04853339
Train_Stage_2:67164,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76134,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:10284,1,0.006301761
Train_Stage_2:45092,1,0.04853339
Train_Stage_2:75574,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47266,3,0.5017237;0.1998479;0.01
Train_Stage_2:75244,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79300,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:66874,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67522,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86240,1,0.05128473
Train_Stage_2:83446,1,0.04853339
Train_Stage_2:45460,1,0.04853339
Train_Stage_2:53456,1,0.05128473
Train_Stage_2:78074,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82946,1,0.04853339
Train_Stage_2:75748,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:47460,3,0.5017237;0.1998479;0.01
Train_Stage_2:67532,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78588,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71198,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68638,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45336,1,0.04853339
Train_Stage_2:67698,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67816,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6540,2,0.25;0.01
Train_Stage_2:67574,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52910,1,0.05128473
Train_Stage_2:74744,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85322,1,0.05128473
Train_Stage_2:52014,1,0.05128473
Train_Stage_2:76062,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73644,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75230,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53356,1,0.05128473
Train_Stage_2:77994,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:89910,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:80858,1,0.008408552
Train_Stage_2:79048,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:89764,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:70230,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76466,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72430,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77228,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79948,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86328,1,0.05128473
Train_Stage_2:77492,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44784,1,0.04853339
Train_Stage_2:82598,1,0.04853339
Train_Stage_2:80758,1,0.008408552
Train_Stage_2:76404,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72596,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80100,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68488,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:79700,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77466,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:66998,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86126,1,0.05128473
Train_Stage_2:85970,1,0.05128473
Train_Stage_2:68914,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:67924,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45418,1,0.04853339
Train_Stage_2:76308,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:86092,1,0.05128473
Train_Stage_2:44538,1,0.04853339
Train_Stage_2:85730,1,0.05128473
Train_Stage_2:67568,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69980,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75804,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85480,1,0.05128473
Train_Stage_2:52090,1,0.05128473
Train_Stage_2:74324,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69344,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:77552,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:73988,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84480,1,0.05128473
Train_Stage_2:85748,1,0.05128473
Train_Stage_2:52560,1,0.05128473
Train_Stage_2:79384,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68618,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69332,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81450,1,0.04853339
Train_Stage_2:83406,1,0.04853339
Train_Stage_2:85450,1,0.05128473
Train_Stage_2:79326,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:80924,1,0.008408552
Train_Stage_2:9952,1,0.006301761
Train_Stage_2:70972,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53498,1,0.05128473
Train_Stage_2:50654,7,0.5038476;0.2538076;0.1048584;0.01
Train_Stage_2:85880,1,0.05128473
Train_Stage_2:77782,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:6358,2,0.25;0.01
Train_Stage_2:53764,1,0.05128473
Train_Stage_2:75368,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:44380,1,0.04853339
Train_Stage_2:6020,2,0.25;0.01
Train_Stage_2:6348,2,0.25;0.01
Train_Stage_2:79862,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74902,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:13676,1,0.0991072
Train_Stage_2:52602,1,0.05128473
Train_Stage_2:53282,1,0.05128473
Train_Stage_2:45492,1,0.04853339
Train_Stage_2:53222,1,0.05128473
Train_Stage_2:47442,3,0.5017237;0.1998479;0.01
Train_Stage_2:72592,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:53006,1,0.05128473
Train_Stage_2:81290,1,0.1005739
Train_Stage_2:81064,1,0.008408552
Train_Stage_2:70870,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78328,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72540,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81956,1,0.04853339
Train_Stage_2:46918,1,0.04853339
Train_Stage_2:69932,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68550,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76122,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:83066,1,0.04853339
Train_Stage_2:71372,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76152,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:81794,1,0.04853339
Train_Stage_2:80260,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82814,1,0.04853339
Train_Stage_2:45916,1,0.04853339
Train_Stage_2:89740,3,0.4969922;0.2028568;0.04585641
Train_Stage_2:69936,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75466,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:84740,1,0.05128473
Train_Stage_2:70990,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:52194,1,0.05128473
Train_Stage_2:53666,1,0.05128473
Train_Stage_2:81062,1,0.008408552
Train_Stage_2:64904,3,0.5017237;0.1998479;0.0471856
Train_Stage_2:77034,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:70788,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71628,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76482,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75316,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69812,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85914,1,0.05128473
Train_Stage_2:14242,4,0.5004538;0.2513981;0.09721777;0.01
Train_Stage_2:77896,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:71128,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:76032,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:74588,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:85642,1,0.05128473
Train_Stage_2:66790,8,0.5004538;0.2513981;0.09721777;0.01
Train_Stage_2:71260,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:69140,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:68188,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:5820,2,0.25;0.01
Train_Stage_2:10216,1,0.006301761
Train_Stage_2:44512,1,0.04853339
Train_Stage_2:68424,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46614,1,0.04853339
Train_Stage_2:80072,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:54502,1,0.05128473
Train_Stage_2:46424,1,0.04853339
Train_Stage_2:45822,1,0.04853339
Train_Stage_2:82318,1,0.04853339
Train_Stage_2:46408,1,0.04853339
Train_Stage_2:84386,1,0.05128473
Train_Stage_2:81994,1,0.04853339
Train_Stage_2:53898,1,0.05128473
Train_Stage_2:78904,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:45386,1,0.04853339
Train_Stage_2:74658,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:46902,1,0.04853339
Train_Stage_2:70802,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:78492,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:72650,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:75794,3,0.5017237;0.1968613;0.04989976
Train_Stage_2:82090,1,0.04853339
